run_id,condition_order,condition_id,condition_label,ability_group,switch_cost_condition,rho,switch_cost_s,rng_seed,learning_time,reward_rate,specialization_signed_x,specialization_abs_x,switching_parameter_a,agent1_pi_C,agent1_pi_W,agent2_pi_C,agent2_pi_W,agent1_rate_C,agent1_rate_W,agent2_rate_C,agent2_rate_W,agent1_mean_action_time,agent2_mean_action_time,model_specialization_index_rate,model_specialization_index_decision_fraction,specialization_index_walks_rate,specialization_index_walks_decision_fraction
11,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107588176357798,0.1615534483544121,0.1615534483544121,2.503426867586453,0.4938712581682314,0.5061287418317686,0.5061287418317686,0.4938712581682314,0.4720739866622114,0.4837904797437379,0.4837904797437379,0.4720739866622113,1.0461734222216674,1.0461734222216674,0.0122574836635243,0.0122574836635248,0.0122574836635243,0.0122574836635248
12,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107934457958812,-0.1481464352219576,0.1481464352219576,2.796772712722756,0.5042720187983097,0.4957279812016902,0.4957279812016903,0.5042720187983097,0.4815913358367645,0.4734315841031644,0.4734315841031644,0.4815913358367645,1.0470952886271043,1.0470952886271043,0.0085440375966105,0.0085440375966109,0.0085440375966105,0.0085440375966109
13,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107491072138344,-0.1009681095499199,0.1009681095499199,2.486929501522672,0.5038812128009231,0.4961187871990768,0.4961187871990768,0.5038812128009231,0.4816561770787373,0.4742361341296057,0.4742361341296057,0.4816561770787373,1.0461429475626811,1.0461429475626811,0.0077624256018381,0.0077624256018385,0.0077624256018381,0.0077624256018385
14,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107638715829236,0.0074472121774949,0.0074472121774949,2.5836430044042675,0.4997386062451094,0.5002613937548906,0.5002613937548906,0.4997386062451094,0.4775378794615462,0.4780374423044207,0.4780374423044207,0.4775378794615462,1.046489980666237,1.046489980666237,0.0005227875097807,0.0005227875097807,0.0005227875097807,0.0005227875097807
15,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107839282873594,0.0533809142047116,0.0533809142047116,2.7363086852223883,0.4983748664833432,0.5016251335166567,0.5016251335166568,0.4983748664833431,0.4760242432154739,0.4791287454864226,0.4791287454864227,0.4760242432154739,1.046952699545078,1.046952699545078,0.0032502670333101,0.0032502670333103,0.0032502670333101,0.0032502670333103
16,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107739665912324,-0.0316451066438392,0.0316451066438392,2.650341678696227,0.5010439211945896,0.4989560788054104,0.4989560788054104,0.5010439211945897,0.4786891111410105,0.4766944209048813,0.4766944209048813,0.4786891111410106,1.0467000596698215,1.0467000596698215,0.0020878423891771,0.0020878423891772,0.0020878423891771,0.0020878423891772
17,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107993224556912,0.2798854804660602,0.2798854804660602,2.664847005409759,0.4907967944344965,0.5092032055655036,0.5092032055655036,0.4907967944344965,0.4689321843852652,0.4865186044194498,0.4865186044194498,0.4689321843852652,1.0466263796286326,1.0466263796286326,0.0184064111309877,0.0184064111309886,0.0184064111309877,0.0184064111309886
18,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107781802297218,-0.1906989675457088,0.1906989675457088,2.59684915415184,0.5066434189119117,0.4933565810880883,0.4933565810880883,0.5066434189119117,0.4841432710324973,0.4714465046568097,0.4714465046568097,0.4841432710324973,1.04647415181756,1.04647415181756,0.0132868378238094,0.01328683782381,0.0132868378238094,0.01328683782381
19,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107310175077468,0.0692862946249646,0.0692862946249646,2.4222262091967144,0.4971751033681761,0.5028248966318238,0.502824896631824,0.4971751033681761,0.4753488243601217,0.4807505883816075,0.4807505883816076,0.4753488243601217,1.0459163416201465,1.0459163416201465,0.0056497932636418,0.0056497932636421,0.0056497932636418,0.0056497932636421
20,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107797802970452,-0.0873666288981555,0.0873666288981555,2.682105262709939,0.502800248893816,0.4971997511061839,0.4971997511061839,0.502800248893816,0.4803273282283843,0.4749771476248532,0.4749771476248532,0.4803273282283843,1.0467866793012168,1.0467866793012168,0.0056004977876262,0.0056004977876265,0.0056004977876262,0.0056004977876265
21,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107889269137618,0.164877311313299,0.164877311313299,2.7178175690416944,0.4948757233953805,0.5051242766046194,0.5051242766046194,0.4948757233953805,0.4727220962550494,0.4825118623066408,0.4825118623066408,0.4727220962550494,1.0468639551986978,1.0468639551986978,0.0102485532092281,0.0102485532092286,0.0102485532092281,0.0102485532092286
22,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107724153379,-0.0040388839663889,0.0040388839663889,2.64089911720086,0.5001343985143258,0.4998656014856741,0.4998656014856741,0.5001343985143258,0.4778328103371177,0.4775759992879428,0.4775759992879428,0.4778328103371177,1.0466723667666815,1.0466723667666815,0.0002687970286513,0.0002687970286514,0.0002687970286513,0.0002687970286514
23,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107616028257032,-0.088682907475878,0.088682907475878,2.554488988307514,0.5032014341670835,0.4967985658329164,0.4967985658329165,0.5032014341670835,0.4808971537211475,0.474778090959236,0.4747780909592361,0.4808971537211475,1.0463805623995632,1.0463805623995632,0.0064028683341603,0.0064028683341606,0.0064028683341603,0.0064028683341606
24,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107975660632583,-0.2883498961953478,0.2883498961953478,2.629234395383368,0.5098075179570133,0.4901924820429866,0.4901924820429866,0.5098075179570134,0.4871524932434063,0.4684091179223253,0.4684091179223253,0.4871524932434064,1.0465049959259622,1.0465049959259622,0.0196150359140061,0.0196150359140071,0.0196150359140061,0.0196150359140071
25,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107710206824012,0.0751939304372144,0.0751939304372144,2.61801754721986,0.4974419472948599,0.5025580527051401,0.5025580527051401,0.4974419472948599,0.4752970722957891,0.4801854214514774,0.4801854214514774,0.4752970722957891,1.0465916503379795,1.0465916503379795,0.0051161054102747,0.005116105410275,0.0051161054102747,0.005116105410275
26,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.910781099375066,0.1380041550437292,0.1380041550437292,2.663793165524804,0.4954934505146921,0.5045065494853078,0.5045065494853079,0.4954934505146922,0.473380078488684,0.4819909319595107,0.4819909319595108,0.4733800784886841,1.046713778274336,1.046713778274336,0.0090130989706062,0.0090130989706067,0.0090130989706062,0.0090130989706067
27,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107730879502,0.1361609758481059,0.1361609758481059,2.60306879863759,0.4952949460973062,0.5047050539026938,0.5047050539026938,0.4952949460973062,0.4732766206529619,0.4822684023321534,0.4822684023321534,0.4732766206529619,1.046523163164,1.046523163164,0.0094101078053777,0.0094101078053782,0.0094101078053777,0.0094101078053782
28,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107081235494872,-0.1544242763333262,0.1544242763333262,2.3183141687304825,0.5069396634844351,0.4930603365155648,0.4930603365155648,0.5069396634844351,0.4848914361501639,0.4716157600263526,0.4716157600263526,0.4848914361501638,1.0454704407842814,1.0454704407842816,0.0138793269688557,0.0138793269688563,0.0138793269688557,0.0138793269688563
29,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9108037194426192,0.2541568927556636,0.2541568927556636,2.7897795832322907,0.4925793352166592,0.5074206647833407,0.5074206647833408,0.4925793352166592,0.4704594227980709,0.4846342832566929,0.484634283256693,0.4704594227980709,1.0470176838780898,1.0470176838780898,0.014841329566666,0.0148413295666666,0.014841329566666,0.0148413295666666
30,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107742837805624,0.0988901954743197,0.0988901954743197,2.6320266181193093,0.4966776439483326,0.5033223560516674,0.5033223560516674,0.4966776439483326,0.4745496708751294,0.4808983478895222,0.4808983478895222,0.4745496708751294,1.0466294140134929,1.0466294140134929,0.0066447121033279,0.0066447121033281,0.0066447121033279,0.0066447121033281
31,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.910617574487346,0.1096332497781162,0.1096332497781162,2.135502348002193,0.4941983000478696,0.5058016999521304,0.5058016999521304,0.4941983000478696,0.4730587707417196,0.4841658305891584,0.4841658305891584,0.4730587707417196,1.0446868985707731,1.0446868985707731,0.0116033999042487,0.0116033999042492,0.0116033999042487,0.0116033999042492
